STATE,DISTRICT,TEH_NAME,BLOCK_NAME,LAT,LON,SITE_NAME,SITE_TYPE,WLCODE,YEAR_OBS,MONSOON,POMRB,POMKH,PREMON
WB,Hugli,Tarakeshwar,Tarakeshwar,22.84333333,87.97916667,Muktapur1,Bore Well,W28022,2015,11.3,3.34,11.34,15.1
WB,Hugli,Goghat-i,Goghat-i,22.88138889,87.75,Patulsara,Bore Well,W28039,2015,15.48,8.83,15.81,16.15
WB,Hugli,Goghat-i,Goghat-i,22.88166667,87.7525,Chapadanga,Bore Well,W28040,2015,10.91,14.28,10.88,14.8
WB,Hugli,Tarakeshwar,Tarakeshwar,22.88888889,88.0425,Mirzapur2,Bore Well,W28042,2015,9.86,13.61,10.72,NA
WB,Hugli,Tarakeshwar,Tarakeshwar,22.88888889,88.0425,Mirzapur2,Bore Well,W28043,2015,10.7,11.3,11.08,NA
WB,Hugli,Dhaniakhali,Tarakeshwar,22.90666667,88.04888889,Aknapur,Bore Well,W28054,2015,10.26,11.5,NA,NA
WB,Hugli,Arambag,Arambag,22.91888889,87.81694444,Tirol,Tube Well,W28061,2015,10.47,11.65,13.95,13.2
WB,Hugli,Arambag,Arambag,22.92,87.86472222,Batanol,Bore Well,W28062,2015,NA,15.75,NA,NA
WB,Hugli,Arambag,Arambag,22.92444444,87.82944444,Puin,Bore Well,W28066,2015,11.52,14.37,15.25,13.2
WB,Hugli,Goghat-i,Goghat-i,22.93138889,87.71416667,Ragubati (Rajgram),Bore Well,W28072,2015,14.03,16.7,17.52,18.6
WB,Hugli,Chunchura,Chunchura,22.93416667,88.38861111,Sahaganj Inter,Tube Well,W28076,2015,11.19,12.3,11.5,14.85
WB,Hugli,Goghat-i,Goghat-i,22.93972222,87.69944444,Bhadeshwar,Tube Well,W28078,2015,16.2,8.46,18.14,18.46
WB,Hugli,Goghat-i,Goghat-i,22.94666667,87.73222222,Kumarganj1,Tube Well,W28081,2015,15.49,5.87,9.32,NA
WB,Hugli,Dadpur-polba,Dadpur-polba,22.95861111,88.30777778,Polba2,Dug Well,W28085,2015,3.2,1.7,1.25,3.25
WB,Hugli,Dhaniakhali,Dhaniakhali,22.97027778,88.02916667,Dasghara2,Bore Well,W28088,2015,8.6,11.42,9.07,NA
WB,Hugli,Dadpur-polba,Dadpur-polba,22.995,88.26222222,Mahanad,Bore Well,W28112,2015,NA,9.77,11.7,NA
WB,Hugli,Chunchura,Chunchura,23.04555556,88.33916667,Gowa Shallow Pz,Tube Well,W28151,2015,NA,14.53,NA,NA
WB,Hugli,Chunchura,Chunchura,23.04944444,88.32,Khanyan1,Tube Well,W28153,2015,NA,11.78,NA,16.18
WB,Hugli,Pandua,Pandua,23.10027778,88.32638889,Mandolai (Deypara),Bore Well,W28189,2014,NA,12.07,2.33,10.44
WB,Hugli,Balagarh,Balagarh,23.1325,88.39611111,Inchura1,Tube Well,W28209,2014,8.7,7.95,7.89,9.76
WB,Hugli,Arambag,Arambag,22.79277778,87.81555556,Gourhati Pz,Tube Well,W10462,2014,11.03,10.9,NA,18.18
WB,Hugli,Arambag,Arambag,22.83777778,87.87388889,Haraditya Pz,Tube Well,W10463,2014,12.69,12.52,NA,14.72
WB,Hugli,Balagarh,Balagarh,23.11111111,88.44166667,Balagarh,Dug Well,W10466,2014,3.97,4.77,NA,5.25
WB,Hugli,Balagarh,Balagarh,23.14555556,88.38277778,Inchura(dhobapara),Dug Well,W10468,2014,3.36,4.86,NA,NA
WB,Hugli,Balagarh,Balagarh,23.16222222,88.39805556,Karola,Dug Well,W10469,2014,3.99,4.33,NA,NA
WB,Hugli,Chanditala-ii,Chanditala-ii,22.73388889,88.18888889,Garalgacha,Tube Well,W10472,2014,NA,9.67,NA,13.4
WB,Hugli,Chunchura,Chunchura,23.04777778,88.33166667,Khanyan Deep Pz,Tube Well,W10476,2014,NA,13.82,NA,NA
WB,Hugli,Chunchura,Chunchura,22.97916667,88.38333333,Mogra,Dug Well,W10478,2014,'0.33,NA,NA,2.75
WB,Hugli,Dhaniakhali,Dhaniakhali,22.975,88.09222222,Dhanikhali,Tube Well,W10486,2014,10.6,10.04,NA,11.87
WB,Hugli,Goghat-i,Goghat-i,22.925,87.76388889,Arambagh Pz-2,Tube Well,W10489,2014,10.84,10.03,NA,11.93
WB,Hugli,Goghat-i,Goghat-i,22.88277778,87.71361111,Goghat Pz,Tube Well,W10490,2014,20.01,19.67,NA,21.27
WB,Hugli,Goghat-i,Goghat-i,22.83722222,87.74194444,Pandugram,Tube Well,W10491,2014,13.98,NA,NA,17.05
WB,Hugli,Goghat-ii,Goghat-ii,22.89638889,87.65527778,Kamarpukur Pz,Tube Well,W10494,2014,6.86,7.61,NA,10.53
WB,Hugli,Goghat-ii,Goghat-ii,22.87583333,87.64083333,Kanthali,Tube Well,W10495,2014,12.93,NA,NA,15.42
WB,Hugli,Haripai,Haripai,22.81083333,88.03888889,Gopal Prasadpur,Tube Well,W10496,2014,12,9.62,NA,NA
WB,Hugli,Haripai,Haripai,22.88277778,88.09722222,Naity Alipur Pz,Tube Well,W10497,2014,7.38,8.93,NA,11.84
WB,Hugli,Haripai,Haripai,22.83333333,88.16666667,Nalikul1,Dug Well,W10498,2014,'0.34,NA,NA,4.59
WB,Hugli,Jangipara,Jangipara,22.74166667,88.06111111,Jangipara,Tube Well,W10500,2014,13.35,9.86,NA,15.2
WB,Hugli,Khanakui-i,Khanakui-i,22.74833333,87.78055556,Chackbedua,Tube Well,W10501,2014,NA,8.92,NA,NA
WB,Hugli,Khanakui-i,Pursura,22.775,87.93666667,Digruighat,Tube Well,W10502,2014,10.96,8.14,NA,14.03
WB,Hugli,Khanakui-ii,Khanakui-ii,22.68472222,87.78638889,Kaknan Pz,Tube Well,W10504,2014,8.65,8.06,NA,NA
WB,Hugli,Pandua,Pandua,23.03194444,88.31444444,Itachuna Deep,Tube Well,W10505,2014,10.18,NA,NA,NA
WB,Hugli,Pandua,Pandua,23.09166667,88.35833333,Mandloi,Dug Well,W10507,2014,4.18,NA,NA,NA
WB,Hugli,Pandua,Pandua,23.00833333,88.21666667,Pandua-1,Dug Well,W10508,2014,2.08,2.56,NA,4
WB,Hugli,Pursura,Pursura,22.82277778,87.95888889,Jangalpara-1,Tube Well,W10510,2014,13.37,11.37,NA,NA
WB,Hugli,Uttarpara,Uttarpara,22.74583333,88.325,Baidyabati-1,Dug Well,W10515,2014,NA,'0.55,NA,'0.48
WB,Hugli,Chanditala-i,Chanditala-i,22.70833333,88.26111111,Seakhala,Tube Well,W11188,2014,9.64,8.88,NA,13.44
WB,Hugli,Goghat-i,Goghat-i,22.84277778,87.75527778,Shyambazar,Tube Well,W11192,2014,14.29,NA,NA,16.69
WB,Hugli,Khanakui-i,Khanakui-i,22.74944444,87.88777778,Ramnagar1,Tube Well,W11193,2014,NA,8.7,NA,18.38
WB,Hugli,Pursura,Pursura,22.81083333,87.93194444,Srirampur Pz,Tube Well,W11196,2014,10.92,10.12,NA,13.9
WB,Hugli,Singur,Singur,22.81083333,88.25222222,Singur Pz,Tube Well,W11197,2014,11.34,12.24,NA,NA
WB,Hugli,Tarakeshwar,Tarakeshwar,22.89166667,88.00833333,Tarakeswar,Dug Well,W11198,2014,'0.15,1.48,NA,3.7
WB,Hugli,Tarakeshwar,Tarakeshwar,22.89166667,88.01083333,Tarakeswar Pz,Tube Well,W11199,2014,9.11,8.85,NA,12.85
WB,Hugli,Uttarpara,Uttarpara,22.675,88.34305556,Uttarpara1,Dug Well,W11201,2014,NA,NA,NA,'0.46
WB,Hugli,Pursura,Pursura,22.86166667,87.96472222,Jangalpara-2,Tube Well,W18452,2014,8.77,8.15,NA,11.84
WB,Hugli,Jangipara,Jangipara,22.71777778,88.02861111,Dilakash1,Tube Well,W27957,2014,13.86,8.54,11.91,15.08
WB,Hugli,Chanditala-ii,Chanditala-ii,22.73055556,88.20833333,Krishnarampur,Bore Well,W27965,2014,9.95,8.35,8.82,13.22
WB,Hugli,Khanakui-i,Khanakui-i,22.73472222,87.78444444,Ghoshpur,Tube Well,W27968,2014,10.9,NA,15.7,NA
WB,Hugli,Uttarpara,Uttarpara,22.75222222,88.33027778,Srirampur1,Tube Well,W27979,2014,9.22,8.11,9.37,11.02
WB,Hugli,Uttarpara,Uttarpara,22.75222222,88.33027778,Uttarpara (Kotrang),Dug Well,W27980,2014,'0.76,'0.96,1.02,'0.02
WB,Hugli,Tarakeshwar,Haripai,22.80638889,88.02722222,Gobarhanra,Bore Well,W27999,2014,12.5,10.43,7.9,14.13
WB,Hugli,Goghat-ii,Goghat-ii,22.82611111,87.63944444,Hazapur,Bore Well,W28013,2014,15.64,16.52,15.77,18.46
WB,Hugli,Shrirampur,Shrirampur,22.82888889,88.35638889,Bhadreswar1,Dug Well,W28015,2014,2.85,2.75,10.01,3.14
WB,Hugli,Shrirampur,Shrirampur,22.83055556,88.35666667,Bhadeshwar,Tube Well,W28016,2014,13.24,10.6,10.01,12.13
WB,Hugli,Goghat-ii,Goghat-ii,22.83361111,87.65,Mandaran,Tube Well,W28018,2014,12.23,10.88,9,13.43
WB,Hugli,Pursura,Pursura,22.8425,87.92861111,Masinan,Bore Well,W28021,2014,12.05,13.34,6.81,16.84
WB,Hugli,Tarakeshwar,Tarakeshwar,22.84333333,87.97916667,Muktapur1,Bore Well,W28022,2014,12.03,11.04,10.18,15.57
WB,Hugli,Goghat-i,Goghat-i,22.88138889,87.75,Patulsara,Bore Well,W28039,2014,NA,NA,17.3,NA
WB,Hugli,Goghat-i,Goghat-i,22.88166667,87.7525,Chapadanga,Bore Well,W28040,2014,12.58,10.09,9.56,15.22
WB,Hugli,Tarakeshwar,Tarakeshwar,22.88888889,88.0425,Mirzapur2,Bore Well,W28042,2014,9.38,10.35,9.31,14.73
WB,Hugli,Tarakeshwar,Tarakeshwar,22.88888889,88.0425,Mirzapur2,Bore Well,W28043,2014,9.75,10.28,9.23,14.27
WB,Hugli,Arambag,Arambag,22.91888889,87.81694444,Tirol,Tube Well,W28061,2014,9.77,NA,8.99,14.27
WB,Hugli,Arambag,Arambag,22.92444444,87.82944444,Puin,Bore Well,W28066,2014,9.08,8.79,10.07,14.64
WB,Hugli,Goghat-i,Goghat-i,22.93138889,87.71416667,Ragubati (Rajgram),Bore Well,W28072,2014,13.65,14.02,14.36,17.95
WB,Hugli,Chunchura,Chunchura,22.93416667,88.38861111,Sahaganj Inter,Tube Well,W28076,2014,10.93,11.39,10.79,13.57
WB,Hugli,Goghat-i,Goghat-i,22.93972222,87.69944444,Bhadeshwar,Tube Well,W28078,2014,16.22,15.53,16.54,19.73
WB,Hugli,Goghat-i,Goghat-i,22.94666667,87.73222222,Kumarganj1,Tube Well,W28081,2014,9.05,8.39,6.85,10.73
WB,Hugli,Dadpur-polba,Dadpur-polba,22.95861111,88.30777778,Polba2,Dug Well,W28085,2014,1.36,1.62,1.74,2.98
WB,Hugli,Dhaniakhali,Dhaniakhali,22.97027778,88.02916667,Dasghara2,Bore Well,W28088,2014,6.86,9.92,8.76,NA
WB,Hugli,Dadpur-polba,Dadpur-polba,22.995,88.26222222,Mahanad,Bore Well,W28112,2014,18.14,15.14,10.65,18.22
WB,Hugli,Chunchura,Chunchura,23.04555556,88.33916667,Gowa Shallow Pz,Tube Well,W28151,2014,9.63,12.7,12.86,NA
WB,Hugli,Chunchura,Chunchura,23.04944444,88.32,Khanyan1,Tube Well,W28153,2014,14.89,14.07,13.63,NA
WB,Hugli,Balagarh,Balagarh,23.07888889,88.39611111,Pandua1,Tube Well,W28174,2014,7.7,15.41,16.31,18.78
WB,Hugli,Balagarh,Balagarh,23.09722222,88.45666667,Hirat,Dug Well,W28186,2014,'0.93,1.33,1.02,1.27
WB,Hugli,Balagarh,Balagarh,23.1325,88.39611111,Inchura1,Tube Well,W28209,2013,8.59,9.18,7.36,11.04
WB,Hugli,Arambag,Arambag,22.79277778,87.81555556,Gourhati Pz,Tube Well,W10462,2013,11.15,13.13,6.28,20.42
WB,Hugli,Arambag,Arambag,22.83777778,87.87388889,Haraditya Pz,Tube Well,W10463,2013,12.58,13.88,7.89,15.99
WB,Hugli,Balagarh,Balagarh,23.11111111,88.44166667,Balagarh,Dug Well,W10466,2013,3.51,6.1,3.32,4.83
WB,Hugli,Balagarh,Balagarh,23.14555556,88.38277778,Inchura(dhobapara),Dug Well,W10468,2013,4.72,8.33,3.35,13.05
WB,Hugli,Balagarh,Balagarh,23.16222222,88.39805556,Karola,Dug Well,W10469,2013,3.49,4.32,3.83,4.65
WB,Hugli,Chanditala-ii,Chanditala-ii,22.73388889,88.18888889,Garalgacha,Tube Well,W10472,2013,12.03,11.84,8.89,14.16
WB,Hugli,Chunchura,Chunchura,23.04777778,88.33166667,Khanyan Deep Pz,Tube Well,W10476,2013,NA,NA,10.88,NA
WB,Hugli,Chunchura,Chunchura,22.97916667,88.38333333,Mogra,Dug Well,W10478,2013,NA,2.08,1.58,NA
WB,Hugli,Chunchura,Chunchura,22.91888889,88.38111111,Polba,Dug Well,W10480,2013,NA,2.21,NA,2.98
WB,Hugli,Dhaniakhali,Dhaniakhali,22.975,88.09222222,Dhanikhali,Tube Well,W10486,2013,9.81,NA,NA,13.02
WB,Hugli,Goghat-i,Goghat-i,22.925,87.76388889,Arambagh Pz-2,Tube Well,W10489,2013,10.81,10.68,9.6,12.26
WB,Hugli,Goghat-i,Goghat-i,22.88277778,87.71361111,Goghat Pz,Tube Well,W10490,2013,21.35,20.91,20.22,21.47
WB,Hugli,Goghat-i,Goghat-i,22.83722222,87.74194444,Pandugram,Tube Well,W10491,2013,12.88,15.13,7.57,14.72
WB,Hugli,Goghat-ii,Goghat-ii,22.89638889,87.65527778,Kamarpukur Pz,Tube Well,W10494,2013,7.44,9.35,3.15,11.12
WB,Hugli,Goghat-ii,Goghat-ii,22.87583333,87.64083333,Kanthali,Tube Well,W10495,2013,NA,15.04,NA,16.73
WB,Hugli,Haripai,Haripai,22.81083333,88.03888889,Gopal Prasadpur,Tube Well,W10496,2013,NA,10.84,6.1,11.92
WB,Hugli,Haripai,Haripai,22.88277778,88.09722222,Naity Alipur Pz,Tube Well,W10497,2013,8.79,4.24,5.55,13.49
WB,Hugli,Haripai,Haripai,22.83333333,88.16666667,Nalikul1,Dug Well,W10498,2013,'0.44,2.46,NA,2.3
WB,Hugli,Jangipara,Jangipara,22.74166667,88.06111111,Jangipara,Tube Well,W10500,2013,11.87,11.65,9.28,15.42
WB,Hugli,Khanakui-i,Khanakui-i,22.74833333,87.78055556,Chackbedua,Tube Well,W10501,2013,NA,NA,8.88,NA
WB,Hugli,Khanakui-i,Pursura,22.775,87.93666667,Digruighat,Tube Well,W10502,2013,7.98,9.86,7.21,10.16
WB,Hugli,Khanakui-ii,Khanakui-ii,22.68472222,87.78638889,Kaknan Pz,Tube Well,W10504,2013,NA,8.65,NA,13.52
WB,Hugli,Pandua,Pandua,23.09166667,88.35833333,Mandloi,Dug Well,W10507,2013,NA,2.72,NA,NA
WB,Hugli,Pandua,Pandua,23.00833333,88.21666667,Pandua-1,Dug Well,W10508,2013,'0.94,3.61,'0.54,3.31
WB,Hugli,Pursura,Pursura,22.82277778,87.95888889,Jangalpara-1,Tube Well,W10510,2013,12.26,13.49,8.05,15.53
WB,Hugli,Shrirampur,Shrirampur,22.83333333,88.36,Bhadreswar-1,Dug Well,W10512,2013,NA,3.15,NA,3.11
WB,Hugli,Uttarpara,Uttarpara,22.74583333,88.325,Baidyabati-1,Dug Well,W10515,2013,'0.32,'0.48,'0.26,'0.45
WB,Hugli,Chanditala-i,Chanditala-i,22.70833333,88.26111111,Seakhala,Tube Well,W11188,2013,8.79,10.97,6.71,15.71
WB,Hugli,Goghat-i,Goghat-i,22.84277778,87.75527778,Shyambazar,Tube Well,W11192,2013,14.03,15.15,9.1,17.6
WB,Hugli,Khanakui-i,Khanakui-i,22.74944444,87.88777778,Ramnagar1,Tube Well,W11193,2013,8.92,13.46,NA,16.69
WB,Hugli,Pursura,Pursura,22.81083333,87.93194444,Srirampur Pz,Tube Well,W11196,2013,8.77,11.9,5.45,12.95
WB,Hugli,Singur,Singur,22.81083333,88.25222222,Singur Pz,Tube Well,W11197,2013,12.2,13.89,9.59,18.55
WB,Hugli,Tarakeshwar,Tarakeshwar,22.89166667,88.00833333,Tarakeswar,Dug Well,W11198,2013,'0.22,2.61,'0.21,3.31
WB,Hugli,Tarakeshwar,Tarakeshwar,22.89166667,88.01083333,Tarakeswar Pz,Tube Well,W11199,2013,8.33,8.98,5.99,13.09
WB,Hugli,Pursura,Pursura,22.86166667,87.96472222,Jangalpara-2,Tube Well,W18452,2013,6.88,10.01,4.42,10.76
WB,Hugli,Jangipara,Jangipara,22.71777778,88.02861111,Dilakash1,Tube Well,W27957,2013,NA,NA,4.93,NA
WB,Hugli,Chanditala-ii,Chanditala-ii,22.73055556,88.20833333,Krishnarampur,Bore Well,W27965,2013,9.17,NA,6.94,15.51
WB,Hugli,Khanakui-i,Khanakui-i,22.73472222,87.78444444,Ghoshpur,Tube Well,W27968,2013,10.06,9.51,6.67,12.94
WB,Hugli,Uttarpara,Uttarpara,22.75222222,88.33027778,Srirampur1,Tube Well,W27979,2013,9.28,9.7,8.11,11.45
WB,Hugli,Uttarpara,Uttarpara,22.75222222,88.33027778,Uttarpara (Kotrang),Dug Well,W27980,2013,'0.7,2.02,'0.74,'0.94
WB,Hugli,Tarakeshwar,Haripai,22.80638889,88.02722222,Gobarhanra,Bore Well,W27999,2013,8.27,NA,5.57,15.58
WB,Hugli,Goghat-ii,Goghat-ii,22.82611111,87.63944444,Hazapur,Bore Well,W28013,2013,20.09,NA,15.32,19.33
WB,Hugli,Shrirampur,Shrirampur,22.82888889,88.35638889,Bhadreswar1,Dug Well,W28015,2013,2.28,3.15,2.58,3.11
WB,Hugli,Shrirampur,Shrirampur,22.83055556,88.35666667,Bhadeshwar,Tube Well,W28016,2013,11.44,12.47,9.68,13.1
WB,Hugli,Goghat-ii,Goghat-ii,22.83361111,87.65,Mandaran,Tube Well,W28018,2013,12.62,13.33,10.96,14.54
WB,Hugli,Pursura,Pursura,22.8425,87.92861111,Masinan,Bore Well,W28021,2013,12.2,NA,8.32,16.75
WB,Hugli,Tarakeshwar,Tarakeshwar,22.84333333,87.97916667,Muktapur1,Bore Well,W28022,2013,11.09,NA,7.91,15.33
WB,Hugli,Goghat-i,Goghat-i,22.88138889,87.75,Patulsara,Bore Well,W28039,2013,NA,15.45,NA,NA
WB,Hugli,Goghat-i,Goghat-i,22.88166667,87.7525,Chapadanga,Bore Well,W28040,2013,10.34,12.2,7.4,14.9
WB,Hugli,Tarakeshwar,Tarakeshwar,22.88888889,88.0425,Mirzapur2,Bore Well,W28042,2013,9.66,NA,7.57,14.47
WB,Hugli,Tarakeshwar,Tarakeshwar,22.88888889,88.0425,Mirzapur2,Bore Well,W28043,2013,9.73,NA,7.58,14.4
WB,Hugli,Arambag,Arambag,22.91888889,87.81694444,Tirol,Tube Well,W28061,2013,12.32,9.74,NA,14.55
WB,Hugli,Arambag,Arambag,22.92444444,87.82944444,Puin,Bore Well,W28066,2013,9.64,NA,6.97,14.94
WB,Hugli,Goghat-i,Goghat-i,22.93138889,87.71416667,Ragubati (Rajgram),Bore Well,W28072,2013,17.93,NA,10.02,20.79
WB,Hugli,Chunchura,Chunchura,22.93416667,88.38861111,Sahaganj Inter,Tube Well,W28076,2013,11.77,12.37,10.45,14.09
WB,Hugli,Goghat-i,Goghat-i,22.93972222,87.69944444,Bhadeshwar,Tube Well,W28078,2013,17.94,17.88,11.69,20.63
WB,Hugli,Goghat-i,Goghat-i,22.94666667,87.73222222,Kumarganj1,Tube Well,W28081,2013,8.03,9.51,7.54,9.95
WB,Hugli,Dadpur-polba,Dadpur-polba,22.95861111,88.30777778,Polba2,Dug Well,W28085,2013,'0.93,2.21,'0.05,2.98
WB,Hugli,Dhaniakhali,Dhaniakhali,22.97027778,88.02916667,Dasghara2,Bore Well,W28088,2013,6.31,NA,6.62,11.88
WB,Hugli,Dadpur-polba,Dadpur-polba,22.995,88.26222222,Mahanad,Bore Well,W28112,2013,15.53,NA,NA,20.05
WB,Hugli,Chunchura,Chunchura,23.04944444,88.32,Khanyan1,Tube Well,W28153,2013,NA,15.77,12.37,NA
WB,Hugli,Balagarh,Balagarh,23.07888889,88.39611111,Pandua1,Tube Well,W28174,2013,18.43,16.71,15,19.93
WB,Hugli,Balagarh,Balagarh,23.09722222,88.45666667,Hirat,Dug Well,W28186,2013,'0.24,NA,'0.63,1.8
WB,Hugli,Pandua,Pandua,23.10027778,88.32638889,Mandolai (Deypara),Bore Well,W28189,2013,13.14,NA,10.73,16
WB,Hugli,Arambag,Arambag,22.79277778,87.81555556,Gourhati Pz,Tube Well,W10462,2012,NA,13.08,13.85,21.06
WB,Hugli,Balagarh,Balagarh,23.1325,88.39611111,Inchura1,Tube Well,W28209,2012,NA,NA,8.45,NA
WB,Hugli,Balagarh,Balagarh,23.11111111,88.44166667,Balagarh,Dug Well,W10466,2012,NA,5.25,5.46,5.43
WB,Hugli,Balagarh,Balagarh,23.14555556,88.38277778,Inchura(dhobapara),Dug Well,W10468,2012,NA,5.05,7.62,9.03
WB,Hugli,Balagarh,Balagarh,23.16222222,88.39805556,Karola,Dug Well,W10469,2012,NA,3.99,4.05,4.81
WB,Hugli,Chanditala-ii,Chanditala-ii,22.73388889,88.18888889,Garalgacha,Tube Well,W10472,2012,NA,10.3,11.04,13.34
WB,Hugli,Chunchura,Chunchura,22.97916667,88.38333333,Mogra,Dug Well,W10478,2012,NA,2.56,1.79,3.43
WB,Hugli,Chunchura,Chunchura,22.91888889,88.38111111,Polba,Dug Well,W10480,2012,NA,NA,2.08,NA
WB,Hugli,Dhaniakhali,Dhaniakhali,22.975,88.09222222,Dhanikhali,Tube Well,W10486,2012,NA,9.94,NA,13.79
WB,Hugli,Goghat-i,Goghat-i,22.925,87.76388889,Arambagh Pz-2,Tube Well,W10489,2012,NA,10.33,12.6,11.92
WB,Hugli,Goghat-i,Goghat-i,22.88277778,87.71361111,Goghat Pz,Tube Well,W10490,2012,NA,20.07,20.79,21.67
WB,Hugli,Goghat-i,Goghat-i,22.83722222,87.74194444,Pandugram,Tube Well,W10491,2012,NA,13.1,14.68,14.45
WB,Hugli,Goghat-ii,Goghat-ii,22.89638889,87.65527778,Kamarpukur Pz,Tube Well,W10494,2012,NA,8.55,10.37,11.15
WB,Hugli,Goghat-ii,Goghat-ii,22.87583333,87.64083333,Kanthali,Tube Well,W10495,2012,NA,13.7,15.5,16.45
WB,Hugli,Haripai,Haripai,22.81083333,88.03888889,Gopal Prasadpur,Tube Well,W10496,2012,NA,10.33,9.64,10.73
WB,Hugli,Haripai,Haripai,22.88277778,88.09722222,Naity Alipur Pz,Tube Well,W10497,2012,NA,3.96,4.14,7.34
WB,Hugli,Haripai,Haripai,22.83333333,88.16666667,Nalikul1,Dug Well,W10498,2012,NA,2.4,1.33,4.24
WB,Hugli,Jangipara,Jangipara,22.74166667,88.06111111,Jangipara,Tube Well,W10500,2012,NA,10.3,13.92,15.78
WB,Hugli,Khanakui-i,Pursura,22.775,87.93666667,Digruighat,Tube Well,W10502,2012,NA,7.74,9.66,10.1
WB,Hugli,Khanakui-ii,Khanakui-ii,22.68472222,87.78638889,Kaknan Pz,Tube Well,W10504,2012,NA,8.05,7.7,14.72
WB,Hugli,Pandua,Pandua,23.09166667,88.35833333,Mandloi,Dug Well,W10507,2012,NA,1.37,2.07,3.12
WB,Hugli,Pandua,Pandua,23.00833333,88.21666667,Pandua-1,Dug Well,W10508,2012,NA,3.01,2.82,4.22
WB,Hugli,Pursura,Pursura,22.82277778,87.95888889,Jangalpara-1,Tube Well,W10510,2012,NA,NA,11.65,15.67
WB,Hugli,Shrirampur,Shrirampur,22.83333333,88.36,Bhadreswar-1,Dug Well,W10512,2012,NA,NA,2.8,NA
WB,Hugli,Uttarpara,Uttarpara,22.74583333,88.325,Baidyabati-1,Dug Well,W10515,2012,NA,'0.68,'0.49,'0.85
WB,Hugli,Chanditala-i,Chanditala-i,22.70833333,88.26111111,Seakhala,Tube Well,W11188,2012,NA,10.17,9.52,15.9
WB,Hugli,Goghat-i,Goghat-i,22.84277778,87.75527778,Shyambazar,Tube Well,W11192,2012,NA,14.6,15.47,16.47
WB,Hugli,Khanakui-i,Khanakui-i,22.74944444,87.88777778,Ramnagar1,Tube Well,W11193,2012,NA,13.1,13.5,17.2
WB,Hugli,Pursura,Pursura,22.81083333,87.93194444,Srirampur Pz,Tube Well,W11196,2012,NA,9.18,9.43,13.1
WB,Hugli,Singur,Singur,22.81083333,88.25222222,Singur Pz,Tube Well,W11197,2012,NA,12.02,15.58,18.08
WB,Hugli,Tarakeshwar,Tarakeshwar,22.89166667,88.00833333,Tarakeswar,Dug Well,W11198,2012,NA,1.77,1.58,3.4
WB,Hugli,Tarakeshwar,Tarakeshwar,22.89166667,88.01083333,Tarakeswar Pz,Tube Well,W11199,2012,NA,9.23,11.8,12.99
WB,Hugli,Pursura,Pursura,22.86166667,87.96472222,Jangalpara-2,Tube Well,W18452,2012,NA,7.55,8.97,11.23
WB,Hugli,Khanakui-i,Khanakui-i,22.73472222,87.78444444,Ghoshpur,Tube Well,W27968,2012,NA,NA,11.31,NA
WB,Hugli,Uttarpara,Uttarpara,22.75222222,88.33027778,Srirampur1,Tube Well,W27979,2012,NA,NA,9.24,NA
WB,Hugli,Uttarpara,Uttarpara,22.75222222,88.33027778,Uttarpara (Kotrang),Dug Well,W27980,2012,NA,NA,'0.97,NA
WB,Hugli,Shrirampur,Shrirampur,22.82888889,88.35638889,Bhadreswar1,Dug Well,W28015,2012,NA,NA,2.8,NA
WB,Hugli,Shrirampur,Shrirampur,22.83055556,88.35666667,Bhadeshwar,Tube Well,W28016,2012,NA,NA,11.27,NA
WB,Hugli,Goghat-ii,Goghat-ii,22.83361111,87.65,Mandaran,Tube Well,W28018,2012,NA,NA,12.55,NA
WB,Hugli,Arambag,Arambag,22.91888889,87.81694444,Tirol,Tube Well,W28061,2012,NA,NA,9.87,NA
WB,Hugli,Chunchura,Chunchura,22.93416667,88.38861111,Sahaganj Inter,Tube Well,W28076,2012,NA,NA,12.1,NA
WB,Hugli,Goghat-i,Goghat-i,22.93972222,87.69944444,Bhadeshwar,Tube Well,W28078,2012,NA,NA,16.29,NA
WB,Hugli,Goghat-i,Goghat-i,22.94666667,87.73222222,Kumarganj1,Tube Well,W28081,2012,NA,NA,8.36,NA
WB,Hugli,Dadpur-polba,Dadpur-polba,22.95861111,88.30777778,Polba2,Dug Well,W28085,2012,NA,NA,2.08,NA
WB,Hugli,Chunchura,Chunchura,23.04944444,88.32,Khanyan1,Tube Well,W28153,2012,NA,NA,16.03,NA
WB,Hugli,Balagarh,Balagarh,23.07888889,88.39611111,Pandua1,Tube Well,W28174,2012,NA,NA,18.39,NA
WB,Hugli,Arambag,Arambag,22.83777778,87.87388889,Haraditya Pz,Tube Well,W10463,2012,NA,11.82,14.37,16.18
WB,Hugli,Arambag,Arambag,22.79277778,87.81555556,Gourhati Pz,Tube Well,W10462,2011,17.26,15.25,12.93,21.08
WB,Hugli,Pursura,Pursura,22.86166667,87.96472222,Jangalpara-2,Tube Well,W18452,2011,5.78,10.3,6.68,11.67
WB,Hugli,Balagarh,Balagarh,23.11111111,88.44166667,Balagarh,Dug Well,W10466,2011,4.02,5.3,4.23,5.42
WB,Hugli,Balagarh,Balagarh,23.14555556,88.38277778,Inchura(dhobapara),Dug Well,W10468,2011,2.89,6.5,NA,9.03
WB,Hugli,Balagarh,Balagarh,23.16222222,88.39805556,Karola,Dug Well,W10469,2011,2.8,4.3,3.75,4.45
